student_id,student_country,date_registered,date_watched,minutes_watched,onboarded,paid
259533,US,2022-01-06,2022-08-08,85.2,1,1
259533,US,2022-01-06,2022-08-07,84.1,1,1
259533,US,2022-01-06,2022-05-17,10.3,1,1
259533,US,2022-01-06,2022-05-13,70.2,1,1
259533,US,2022-01-06,2022-05-12,16.3,1,1
259533,US,2022-01-06,2022-07-30,16.4,1,1
259533,US,2022-01-06,2022-05-11,61.3,1,1
259533,US,2022-01-06,2022-05-10,62.8,1,1
259533,US,2022-01-06,2022-08-26,67.6,1,1
259533,US,2022-01-06,2022-03-29,72.4,1,1
259533,US,2022-01-06,2022-03-28,79.7,1,1
259533,US,2022-01-06,2022-03-27,34.9,1,1
259533,US,2022-01-06,2022-01-08,25.1,1,0
259534,US,2022-01-06,2022-01-25,9.2,1,1
259534,US,2022-01-06,2022-01-06,1.2,1,1
259535,DE,2022-01-06,2022-01-06,0.3,1,0
259536,EG,2022-01-06,2022-01-06,0.3,1,0
259537,IT,2022-01-06,2022-01-07,0.8,1,0
259538,US,2022-01-06,2022-01-06,2.2,1,0
259541,US,2022-01-07,2022-01-07,0.3,1,0
259545,CA,2022-01-07,2022-01-13,19,1,0
259545,CA,2022-01-07,2022-01-07,3.2,1,0
259547,IN,2022-01-07,2022-01-07,13.4,1,0
259548,US,2022-01-07,2022-01-07,38.9,1,0
259549,AU,2022-01-07,2022-02-11,11.4,1,1
259549,AU,2022-01-07,2022-02-09,66.5,1,1
259549,AU,2022-01-07,2022-02-08,42.1,1,1
259549,AU,2022-01-07,2022-02-07,68.7,1,1
259549,AU,2022-01-07,2022-02-01,0.8,1,1
259549,AU,2022-01-07,2022-02-06,242.6,1,1
259549,AU,2022-01-07,2022-09-09,37.9,1,1
259549,AU,2022-01-07,2022-07-01,0.8,1,1
259549,AU,2022-01-07,2022-06-22,0.1,1,1
259549,AU,2022-01-07,2022-04-13,0.1,1,1
259549,AU,2022-01-07,2022-03-20,8.4,1,1
259549,AU,2022-01-07,2022-01-26,152.4,1,1
259549,AU,2022-01-07,2022-01-25,1.8,1,1
259549,AU,2022-01-07,2022-01-18,0.2,1,1
259549,AU,2022-01-07,2022-01-08,59.4,1,0
259557,IN,2022-01-07,2022-01-12,17.2,1,0
259558,GB,2022-01-07,2022-01-07,0.4,1,0
259559,NP,2022-01-07,2022-01-07,7.4,1,0
259560,TG,2022-01-07,2022-01-07,1.9,1,0
259561,NL,2022-01-07,2022-01-09,1,1,0
259561,NL,2022-01-07,2022-01-07,16.2,1,0
259564,IN,2022-01-07,2022-01-07,9.7,1,0
259565,DE,2022-01-07,2022-01-07,5.4,1,0
259567,EG,2022-01-07,2022-01-08,1.3,1,0
259568,US,2022-01-07,2022-02-02,0.4,1,0
259568,US,2022-01-07,2022-01-07,0.4,1,0
259568,US,2022-01-07,2022-02-17,26,1,0
259568,US,2022-01-07,2022-02-14,18,1,0
259568,US,2022-01-07,2022-02-10,24.8,1,0
259568,US,2022-01-07,2022-02-07,17.8,1,0
259568,US,2022-01-07,2022-02-04,21.3,1,0
259568,US,2022-01-07,2022-10-04,23,1,0
259568,US,2022-01-07,2022-09-15,35.3,1,0
259568,US,2022-01-07,2022-09-14,16.4,1,0
259570,UZ,2022-01-07,2022-01-07,3.9,1,0
259572,NG,2022-01-07,2022-01-07,17.3,1,0
259573,BD,2022-01-07,2022-01-07,12.8,1,0
259574,KE,2022-01-07,2022-01-09,19.6,1,0
259574,KE,2022-01-07,2022-01-07,0.4,1,0
259574,KE,2022-01-07,2022-01-21,0.2,1,0
259575,IN,2022-01-07,2022-01-09,11.9,1,0
259575,IN,2022-01-07,2022-01-14,50,1,0
259577,KE,2022-01-07,2022-01-07,1,1,0
259579,EG,2022-01-07,2022-01-07,0.5,1,0
259581,IN,2022-01-07,2022-01-08,19.5,1,0
259581,IN,2022-01-07,2022-01-07,1.2,1,0
259582,PE,2022-01-07,2022-01-07,0.1,1,0
259587,TR,2022-01-07,2022-01-07,0.5,1,0
259589,GB,2022-01-07,2022-01-07,0.4,1,0
259590,VN,2022-01-07,2022-01-12,3,1,0
259590,VN,2022-01-07,2022-01-09,47.6,1,0
259590,VN,2022-01-07,2022-01-08,27.2,1,0
259590,VN,2022-01-07,2022-01-07,40.4,1,0
259593,EG,2022-01-07,2022-01-07,0.1,1,0
259596,IN,2022-01-07,2022-01-07,1.5,1,0
259601,IN,2022-01-07,2022-01-10,32.8,1,0
259601,IN,2022-01-07,2022-01-13,5.9,1,0
259601,IN,2022-01-07,2022-01-09,33.9,1,0
259602,IN,2022-01-07,2022-01-07,1.9,1,0
259603,ID,2022-01-07,2022-01-07,13.7,1,0
259606,EG,2022-01-07,2022-07-24,0.9,1,0
259606,EG,2022-01-07,2022-01-08,1.8,1,0
259607,JP,2022-01-07,2022-01-07,2.4,1,0
259608,BR,2022-01-07,2022-01-07,0.1,1,0
259610,IL,2022-01-07,2022-01-07,0.2,1,0
259611,IN,2022-01-07,2022-01-25,7.8,1,0
259611,IN,2022-01-07,2022-01-08,6.7,1,0
259613,US,2022-01-07,2022-01-07,22.8,1,0
259614,US,2022-01-07,2022-02-03,0.1,1,1
259614,US,2022-01-07,2022-01-19,0.4,1,1
259614,US,2022-01-07,2022-01-18,7,1,1
259614,US,2022-01-07,2022-01-14,2.8,1,1
259614,US,2022-01-07,2022-01-13,4.7,1,1
259614,US,2022-01-07,2022-01-11,1.7,1,1
259614,US,2022-01-07,2022-01-10,2.4,1,1
259614,US,2022-01-07,2022-01-09,15.9,1,1
259614,US,2022-01-07,2022-01-08,17.3,1,1
259614,US,2022-01-07,2022-01-07,24.1,1,1
259619,UA,2022-01-07,2022-01-07,1.4,1,0
259620,IN,2022-01-07,2022-01-28,11.5,1,0
259620,IN,2022-01-07,2022-02-03,19.8,1,0
259620,IN,2022-01-07,2022-02-01,9.1,1,0
259620,IN,2022-01-07,2022-01-31,7.2,1,0
259622,IN,2022-01-07,2022-01-07,16.1,1,0
259622,IN,2022-01-07,2022-01-08,66.6,1,0
259623,CA,2022-01-07,2022-01-07,8,1,0
259624,IN,2022-01-07,2022-01-08,9.7,1,0
259624,IN,2022-01-07,2022-01-07,4.1,1,0
259630,AZ,2022-01-07,2022-01-07,0.2,1,0
259634,SN,2022-01-07,2022-01-07,10.9,1,0
259634,SN,2022-01-07,2022-01-08,32.5,1,0
259635,US,2022-01-07,2022-01-08,29.8,1,1
259635,US,2022-01-07,2022-01-07,12.5,1,1
259638,US,2022-01-07,2022-01-07,3.6,1,0
259640,US,2022-01-07,2022-01-08,6.2,1,0
259640,US,2022-01-07,2022-01-07,16.3,1,0
259642,US,2022-01-07,2022-02-23,8.8,1,0
259644,PK,2022-01-07,2022-01-08,2.3,1,0
259645,DJ,2022-01-07,2022-01-07,4.4,1,0
259652,US,2022-01-07,2022-01-08,33.7,1,0
259652,US,2022-01-07,2022-01-07,36.1,1,0
259654,BE,2022-01-07,2022-10-20,0.1,1,0
259654,BE,2022-01-07,2022-06-24,0.3,1,0
259654,BE,2022-01-07,2022-01-08,0.1,1,0
259654,BE,2022-01-07,2022-01-07,0.1,1,0
259654,BE,2022-01-07,2022-10-13,14.3,1,0
259654,BE,2022-01-07,2022-03-16,0.2,1,0
259654,BE,2022-01-07,2022-03-09,0.1,1,0
259654,BE,2022-01-07,2022-02-15,0.1,1,0
259654,BE,2022-01-07,2022-02-08,4.4,1,0
259654,BE,2022-01-07,2022-02-07,6.9,1,0
259654,BE,2022-01-07,2022-02-06,1.9,1,0
259654,BE,2022-01-07,2022-02-05,3.9,1,0
259654,BE,2022-01-07,2022-01-31,4.8,1,0
259654,BE,2022-01-07,2022-01-11,7.2,1,0
259654,BE,2022-01-07,2022-01-10,32.5,1,0
259655,SA,2022-01-07,2022-01-07,2.7,1,0
259655,SA,2022-01-07,2022-01-08,21.3,1,0
259657,GH,2022-01-07,2022-05-07,36.1,1,1
259657,GH,2022-01-07,2022-04-08,3.6,1,1
259657,GH,2022-01-07,2022-04-23,54.6,1,1
259657,GH,2022-01-07,2022-03-27,11.4,1,1
259657,GH,2022-01-07,2022-01-12,182.5,1,1
259657,GH,2022-01-07,2022-08-31,2.5,1,1
259657,GH,2022-01-07,2022-01-09,179.7,1,1
259657,GH,2022-01-07,2022-02-02,10.8,1,1
259657,GH,2022-01-07,2022-01-27,138.2,1,1
259657,GH,2022-01-07,2022-03-13,67.2,1,1
259657,GH,2022-01-07,2022-03-10,74,1,1
259657,GH,2022-01-07,2022-03-08,5.8,1,1
259657,GH,2022-01-07,2022-03-01,35.4,1,1
259657,GH,2022-01-07,2022-04-13,81.1,1,1
259657,GH,2022-01-07,2022-04-12,3.9,1,1
259657,GH,2022-01-07,2022-04-11,32.6,1,1
259657,GH,2022-01-07,2022-02-27,45.9,1,1
259657,GH,2022-01-07,2022-04-10,24.4,1,1
259657,GH,2022-01-07,2022-04-09,108.1,1,1
259657,GH,2022-01-07,2022-01-21,19,1,1
259657,GH,2022-01-07,2022-01-20,28.6,1,1
259657,GH,2022-01-07,2022-01-18,23.6,1,1
259657,GH,2022-01-07,2022-01-17,60.1,1,1
259657,GH,2022-01-07,2022-01-16,32.3,1,1
259657,GH,2022-01-07,2022-01-15,23.9,1,1
259657,GH,2022-01-07,2022-01-14,29.6,1,1
259657,GH,2022-01-07,2022-01-13,96.9,1,1
259657,GH,2022-01-07,2022-03-05,126.8,1,1
259657,GH,2022-01-07,2022-04-02,45.3,1,1
259657,GH,2022-01-07,2022-03-11,90.7,1,1
259657,GH,2022-01-07,2022-02-25,71.2,1,1
259657,GH,2022-01-07,2022-02-21,26.7,1,1
259657,GH,2022-01-07,2022-03-31,10.5,1,1
259657,GH,2022-01-07,2022-03-26,61.2,1,1
259657,GH,2022-01-07,2022-03-12,76.2,1,1
259657,GH,2022-01-07,2022-01-30,8.5,1,1
259657,GH,2022-01-07,2022-03-30,61.4,1,1
259657,GH,2022-01-07,2022-02-20,45.6,1,1
259657,GH,2022-01-07,2022-08-13,134.5,1,1
259657,GH,2022-01-07,2022-04-01,55.2,1,1
259657,GH,2022-01-07,2022-02-06,69.3,1,1
259657,GH,2022-01-07,2022-01-28,83.8,1,1
259657,GH,2022-01-07,2022-01-07,3.3,1,0
259657,GH,2022-01-07,2022-02-26,141.7,1,1
259657,GH,2022-01-07,2022-06-28,11.5,1,1
259657,GH,2022-01-07,2022-06-26,5.9,1,1
259657,GH,2022-01-07,2022-06-25,13.7,1,1
259657,GH,2022-01-07,2022-06-21,0.2,1,1
259657,GH,2022-01-07,2022-05-21,20.9,1,1
259657,GH,2022-01-07,2022-05-09,174.6,1,1
259657,GH,2022-01-07,2022-05-08,221.1,1,1
259657,GH,2022-01-07,2022-01-26,55.8,1,1
259657,GH,2022-01-07,2022-01-24,45.6,1,1
259657,GH,2022-01-07,2022-03-17,8.6,1,1
259657,GH,2022-01-07,2022-02-03,49.6,1,1
259657,GH,2022-01-07,2022-01-08,303.8,1,1
259657,GH,2022-01-07,2022-07-31,213.3,1,1
259657,GH,2022-01-07,2022-07-30,167.6,1,1
259657,GH,2022-01-07,2022-07-28,107,1,1
259657,GH,2022-01-07,2022-07-26,10.9,1,1
259657,GH,2022-01-07,2022-03-06,311.2,1,1
259657,GH,2022-01-07,2022-02-28,0.8,1,1
259657,GH,2022-01-07,2022-03-07,169.8,1,1
259659,EG,2022-01-08,2022-01-08,21.9,1,0
259662,GH,2022-01-08,2022-01-08,6.6,1,0
259664,US,2022-01-08,2022-01-13,5.4,1,1
259664,US,2022-01-08,2022-02-11,0.3,1,1
259664,US,2022-01-08,2022-01-17,0.1,1,1
259664,US,2022-01-08,2022-01-11,93.1,1,1
259664,US,2022-01-08,2022-01-10,102.6,1,1
259666,VN,2022-01-08,2022-04-17,0.3,1,0
259668,IN,2022-01-08,2022-01-08,2,1,0
259670,IN,2022-01-08,2022-01-08,1.3,1,0
259672,IN,2022-01-08,2022-01-08,2.2,1,0
259676,US,2022-01-08,2022-01-08,5.6,1,0
259678,US,2022-01-08,2022-01-08,19.7,1,0
259679,SA,2022-01-08,2022-08-16,1.8,1,0
259680,IN,2022-01-08,2022-03-26,38.1,1,0
259680,IN,2022-01-08,2022-03-12,60.9,1,0
259682,AU,2022-01-08,2022-01-08,68.6,1,0
259683,GB,2022-01-08,2022-01-31,72.1,1,0
259684,AU,2022-01-08,2022-02-22,0.1,1,1
259684,AU,2022-01-08,2022-02-19,1.5,1,1
259684,AU,2022-01-08,2022-02-18,11.6,1,1
259684,AU,2022-01-08,2022-02-15,1,1,1
259684,AU,2022-01-08,2022-02-14,13.9,1,1
259684,AU,2022-01-08,2022-02-21,76.2,1,1
259684,AU,2022-01-08,2022-02-12,29.4,1,1
259684,AU,2022-01-08,2022-02-05,30,1,1
259684,AU,2022-01-08,2022-02-03,8.5,1,1
259684,AU,2022-01-08,2022-02-02,0.1,1,1
259684,AU,2022-01-08,2022-01-21,11,1,1
259684,AU,2022-01-08,2022-01-08,5.5,1,1
259685,NL,2022-01-08,2022-01-08,45.7,1,0
259688,IN,2022-01-08,2022-01-08,0.4,1,0
259689,SA,2022-01-08,2022-01-12,13.4,1,1
259689,SA,2022-01-08,2022-01-11,1.2,1,1
259692,IN,2022-01-08,2022-01-08,31.2,1,0
259695,EG,2022-01-08,2022-01-09,23.1,1,0
259695,EG,2022-01-08,2022-01-08,0.7,1,0
259697,GH,2022-01-08,2022-01-08,19.7,1,0
259702,DE,2022-01-08,2022-05-22,30.6,1,1
259702,DE,2022-01-08,2022-04-01,2.8,1,1
259702,DE,2022-01-08,2022-03-30,22,1,1
259702,DE,2022-01-08,2022-01-09,66.6,1,1
259702,DE,2022-01-08,2022-08-16,83.2,1,1
259702,DE,2022-01-08,2022-08-15,126.3,1,1
259702,DE,2022-01-08,2022-08-14,22.2,1,1
259702,DE,2022-01-08,2022-08-13,113.1,1,1
259702,DE,2022-01-08,2022-08-10,62.5,1,1
259702,DE,2022-01-08,2022-08-09,342.9,1,1
259702,DE,2022-01-08,2022-01-08,123.2,1,1
259703,VN,2022-01-08,2022-01-08,8.8,1,0
259704,DE,2022-01-08,2022-08-16,66.3,1,0
259704,DE,2022-01-08,2022-08-15,42.9,1,0
259704,DE,2022-01-08,2022-03-13,0.1,1,0
259705,NG,2022-01-08,2022-01-08,0.1,1,0
259706,NG,2022-01-08,2022-01-09,18.9,1,0
259706,NG,2022-01-08,2022-01-08,10.8,1,0
259706,NG,2022-01-08,2022-01-15,21.8,1,0
259706,NG,2022-01-08,2022-01-10,12.2,1,0
259708,EG,2022-01-08,2022-01-08,0.3,1,0
259710,US,2022-01-08,2022-01-08,0.8,1,0
259711,EG,2022-01-08,2022-01-08,6.6,1,0
259711,EG,2022-01-08,2022-01-14,0.5,1,0
259711,EG,2022-01-08,2022-01-13,31.5,1,0
259711,EG,2022-01-08,2022-01-11,82,1,0
259712,EG,2022-01-08,2022-01-08,9,1,0
259715,IN,2022-01-08,2022-01-29,0.1,1,0
259715,IN,2022-01-08,2022-01-12,9.2,1,0
259715,IN,2022-01-08,2022-01-10,8.2,1,0
259715,IN,2022-01-08,2022-06-12,15.3,1,0
259715,IN,2022-01-08,2022-01-09,13.8,1,0
259715,IN,2022-01-08,2022-01-08,22,1,0
259715,IN,2022-01-08,2022-06-16,5.4,1,0
259715,IN,2022-01-08,2022-06-15,21.7,1,0
259719,VN,2022-01-08,2022-01-08,0.1,1,0
259723,EE,2022-01-08,2022-01-08,0.7,1,0
259724,CA,2022-01-08,2022-05-31,0.4,1,0
259724,CA,2022-01-08,2022-01-08,7.4,1,0
259726,TN,2022-01-08,2022-01-08,2.1,1,0
259727,GB,2022-01-08,2022-01-20,6.4,1,1
259727,GB,2022-01-08,2022-01-29,8.9,1,1
259727,GB,2022-01-08,2022-01-15,8.5,1,1
259727,GB,2022-01-08,2022-01-09,9.7,1,1
259727,GB,2022-01-08,2022-01-08,10.4,1,1
259727,GB,2022-01-08,2022-03-20,41.7,1,1
259727,GB,2022-01-08,2022-03-19,48.7,1,1
259727,GB,2022-01-08,2022-03-18,63.2,1,1
259727,GB,2022-01-08,2022-03-16,12,1,1
259727,GB,2022-01-08,2022-03-14,35.2,1,1
259727,GB,2022-01-08,2022-03-01,15.5,1,1
259727,GB,2022-01-08,2022-02-28,12.8,1,1
259727,GB,2022-01-08,2022-02-27,52.3,1,1
259727,GB,2022-01-08,2022-02-23,2.6,1,1
259727,GB,2022-01-08,2022-02-12,17.6,1,1
259727,GB,2022-01-08,2022-02-08,52.4,1,1
259727,GB,2022-01-08,2022-02-06,44.6,1,1
259727,GB,2022-01-08,2022-02-04,20.1,1,1
259727,GB,2022-01-08,2022-01-31,26.3,1,1
259728,US,2022-01-08,2022-01-08,25,1,0
259729,SL,2022-01-08,2022-01-08,15.6,1,0
259730,EG,2022-01-08,2022-01-09,0.5,1,0
259730,EG,2022-01-08,2022-01-11,36.8,1,0
259730,EG,2022-01-08,2022-01-18,3,1,0
259730,EG,2022-01-08,2022-01-10,6.8,1,0
259731,EG,2022-01-08,2022-03-07,0.6,1,0
259731,EG,2022-01-08,2022-01-30,19.3,1,1
259731,EG,2022-01-08,2022-03-09,0.5,1,0
259731,EG,2022-01-08,2022-01-08,6.9,1,0
259731,EG,2022-01-08,2022-01-10,2.6,1,1
259731,EG,2022-01-08,2022-03-08,0.2,1,0
259731,EG,2022-01-08,2022-01-25,36.7,1,1
259731,EG,2022-01-08,2022-01-24,37.8,1,1
259731,EG,2022-01-08,2022-02-08,3.8,1,1
259731,EG,2022-01-08,2022-01-23,7.2,1,1
259731,EG,2022-01-08,2022-01-18,40.9,1,1
259732,NG,2022-01-08,2022-01-08,6.6,1,0
259736,EG,2022-01-08,2022-01-08,0.7,1,0
259737,IN,2022-01-08,2022-01-08,0.1,1,0
259739,GB,2022-01-08,2022-01-10,3.1,1,0
259739,GB,2022-01-08,2022-01-09,19.3,1,0
259739,GB,2022-01-08,2022-01-08,38.7,1,0
259742,TN,2022-01-08,2022-01-08,3.4,1,0
259744,DE,2022-01-08,2022-01-09,9.6,1,0
259744,DE,2022-01-08,2022-01-08,3.3,1,0
259745,US,2022-01-08,2022-01-09,10.6,1,0
259745,US,2022-01-08,2022-01-08,45.1,1,0
259748,SA,2022-01-08,2022-01-08,2.3,1,0
259749,US,2022-01-08,2022-01-08,0.2,1,0
259750,CA,2022-01-08,2022-01-08,30.5,1,0
259752,GB,2022-01-08,2022-01-13,13,1,0
259752,GB,2022-01-08,2022-01-11,23.1,1,0
259753,EG,2022-01-08,2022-01-08,1.2,1,0
259755,NG,2022-01-08,2022-01-14,3.9,1,0
259756,CA,2022-01-08,2022-01-09,14.3,1,0
259756,CA,2022-01-08,2022-01-08,18.7,1,0
259756,CA,2022-01-08,2022-02-01,22.6,1,0
259756,CA,2022-01-08,2022-01-31,18.6,1,0
259756,CA,2022-01-08,2022-01-26,7.6,1,0
259756,CA,2022-01-08,2022-01-25,33.5,1,0
259756,CA,2022-01-08,2022-01-24,46.4,1,0
259756,CA,2022-01-08,2022-01-17,14.1,1,0
259756,CA,2022-01-08,2022-01-12,28.7,1,0
259759,BD,2022-01-09,2022-01-09,1.2,1,0
259760,GB,2022-01-09,2022-01-09,0.6,1,0
259761,FR,2022-01-09,2022-08-16,27.1,1,0
259761,FR,2022-01-09,2022-08-18,27.4,1,0
259761,FR,2022-01-09,2022-01-17,10.4,1,0
259761,FR,2022-01-09,2022-08-15,216.4,1,0
259761,FR,2022-01-09,2022-08-17,132.4,1,0
259761,FR,2022-01-09,2022-01-18,33.1,1,0
259762,ES,2022-01-09,2022-01-09,17.2,1,0
259762,ES,2022-01-09,2022-04-25,19,1,0
259763,DE,2022-01-09,2022-01-09,3.2,1,0
259765,EG,2022-01-09,2022-01-09,0.1,1,0
259766,EG,2022-01-09,2022-01-09,33.5,1,0
259767,AU,2022-01-09,2022-01-09,36.6,1,1
259767,AU,2022-01-09,2022-06-08,37.7,1,1
259767,AU,2022-01-09,2022-06-07,39,1,1
259767,AU,2022-01-09,2022-06-06,18.5,1,1
259767,AU,2022-01-09,2022-05-28,15.8,1,1
259767,AU,2022-01-09,2022-10-13,0.1,1,1
259767,AU,2022-01-09,2022-05-25,24.3,1,1
259767,AU,2022-01-09,2022-09-23,0.1,1,1
259767,AU,2022-01-09,2022-07-30,9.5,1,1
259767,AU,2022-01-09,2022-07-31,11.6,1,1
259767,AU,2022-01-09,2022-04-02,55.3,1,1
259767,AU,2022-01-09,2022-05-17,88.3,1,1
259767,AU,2022-01-09,2022-02-03,27.5,1,1
259767,AU,2022-01-09,2022-01-31,29.6,1,1
259767,AU,2022-01-09,2022-02-09,26.9,1,1
259767,AU,2022-01-09,2022-01-28,44.7,1,1
259767,AU,2022-01-09,2022-02-04,16.1,1,1
259767,AU,2022-01-09,2022-01-26,37.1,1,1
259767,AU,2022-01-09,2022-01-25,8.2,1,1
259767,AU,2022-01-09,2022-01-24,10.6,1,1
259767,AU,2022-01-09,2022-01-23,13.9,1,1
259767,AU,2022-01-09,2022-01-22,9.7,1,1
259767,AU,2022-01-09,2022-01-21,39.1,1,1
259767,AU,2022-01-09,2022-01-20,19.6,1,1
259767,AU,2022-01-09,2022-02-01,58.7,1,1
259767,AU,2022-01-09,2022-01-19,15.9,1,1
259767,AU,2022-01-09,2022-01-17,29.7,1,1
259767,AU,2022-01-09,2022-03-08,20.9,1,1
259767,AU,2022-01-09,2022-03-07,15.9,1,1
259767,AU,2022-01-09,2022-03-05,14.2,1,1
259767,AU,2022-01-09,2022-03-01,15.8,1,1
259767,AU,2022-01-09,2022-02-21,18.7,1,1
259767,AU,2022-01-09,2022-03-02,47.1,1,1
259767,AU,2022-01-09,2022-02-20,16.1,1,1
259767,AU,2022-01-09,2022-02-19,24.9,1,1
259767,AU,2022-01-09,2022-03-03,33.1,1,1
259767,AU,2022-01-09,2022-02-23,8.8,1,1
259767,AU,2022-01-09,2022-02-18,32.3,1,1
259767,AU,2022-01-09,2022-03-04,26.4,1,1
259767,AU,2022-01-09,2022-02-16,44.1,1,1
259767,AU,2022-01-09,2022-02-14,33.1,1,1
259767,AU,2022-01-09,2022-03-10,36.5,1,1
259767,AU,2022-01-09,2022-02-12,40.5,1,1
259767,AU,2022-01-09,2022-02-11,11.6,1,1
259767,AU,2022-01-09,2022-02-08,5,1,1
259767,AU,2022-01-09,2022-02-10,27.5,1,1
259767,AU,2022-01-09,2022-02-07,18.4,1,1
259767,AU,2022-01-09,2022-03-09,57.1,1,1
259767,AU,2022-01-09,2022-02-06,12.9,1,1
259767,AU,2022-01-09,2022-02-05,8.2,1,1
259767,AU,2022-01-09,2022-02-02,48.7,1,1
259767,AU,2022-01-09,2022-05-24,69.3,1,1
259767,AU,2022-01-09,2022-04-30,43.8,1,1
259767,AU,2022-01-09,2022-04-28,3.9,1,1
259767,AU,2022-01-09,2022-04-27,48.9,1,1
259767,AU,2022-01-09,2022-04-26,48.7,1,1
259767,AU,2022-01-09,2022-04-25,60.1,1,1
259767,AU,2022-01-09,2022-04-23,30.7,1,1
259767,AU,2022-01-09,2022-04-22,4.3,1,1
259767,AU,2022-01-09,2022-04-21,2.8,1,1
259767,AU,2022-01-09,2022-04-20,44.8,1,1
259767,AU,2022-01-09,2022-04-19,3.7,1,1
259767,AU,2022-01-09,2022-04-18,19.9,1,1
259767,AU,2022-01-09,2022-04-17,3.3,1,1
259767,AU,2022-01-09,2022-04-16,38.7,1,1
259767,AU,2022-01-09,2022-04-15,3.6,1,1
259767,AU,2022-01-09,2022-04-13,8.7,1,1
259767,AU,2022-01-09,2022-04-12,25.9,1,1
259767,AU,2022-01-09,2022-04-11,13.2,1,1
259767,AU,2022-01-09,2022-04-10,22.8,1,1
259767,AU,2022-01-09,2022-04-09,5.4,1,1
259767,AU,2022-01-09,2022-04-08,9.1,1,1
259767,AU,2022-01-09,2022-04-07,14.6,1,1
259767,AU,2022-01-09,2022-04-06,15.8,1,1
259767,AU,2022-01-09,2022-05-04,58.1,1,1
259767,AU,2022-01-09,2022-04-05,56.6,1,1
259767,AU,2022-01-09,2022-04-04,39.8,1,1
259767,AU,2022-01-09,2022-04-03,35.7,1,1
259767,AU,2022-01-09,2022-07-29,11.8,1,1
259767,AU,2022-01-09,2022-07-28,70.3,1,1
259767,AU,2022-01-09,2022-01-16,15.3,1,1
259767,AU,2022-01-09,2022-01-14,35.4,1,1
259767,AU,2022-01-09,2022-01-12,22.4,1,1
259767,AU,2022-01-09,2022-01-18,156.3,1,1
259767,AU,2022-01-09,2022-01-10,15.3,1,1
259767,AU,2022-01-09,2022-07-27,104.6,1,1
259767,AU,2022-01-09,2022-10-17,4.3,1,1
259767,AU,2022-01-09,2022-07-26,69.7,1,1
259767,AU,2022-01-09,2022-07-25,47,1,1
259767,AU,2022-01-09,2022-07-23,40,1,1
259767,AU,2022-01-09,2022-07-21,79.7,1,1
259767,AU,2022-01-09,2022-07-11,29,1,1
259767,AU,2022-01-09,2022-07-10,20.3,1,1
259767,AU,2022-01-09,2022-07-01,33,1,1
259767,AU,2022-01-09,2022-06-29,14.5,1,1
259767,AU,2022-01-09,2022-06-27,68.1,1,1
259767,AU,2022-01-09,2022-06-25,18.1,1,1
259767,AU,2022-01-09,2022-06-24,43,1,1
259767,AU,2022-01-09,2022-06-23,58.2,1,1
259767,AU,2022-01-09,2022-06-22,29.2,1,1
259767,AU,2022-01-09,2022-10-14,9,1,1
259767,AU,2022-01-09,2022-06-21,89.2,1,1
259767,AU,2022-01-09,2022-05-23,71.1,1,1
259767,AU,2022-01-09,2022-06-19,17.8,1,1
259767,AU,2022-01-09,2022-06-18,10.8,1,1
259767,AU,2022-01-09,2022-06-17,49.7,1,1
259767,AU,2022-01-09,2022-06-15,57.8,1,1
259767,AU,2022-01-09,2022-06-12,61.6,1,1
259767,AU,2022-01-09,2022-06-14,97.5,1,1
259767,AU,2022-01-09,2022-06-10,79.9,1,1
259767,AU,2022-01-09,2022-04-29,33.8,1,1
259767,AU,2022-01-09,2022-05-21,110.6,1,1
259767,AU,2022-01-09,2022-05-20,75.5,1,1
259768,IN,2022-01-09,2022-01-09,11.2,1,0
259777,ID,2022-01-09,2022-01-18,18.3,1,1
259777,ID,2022-01-09,2022-01-17,11.9,1,1
259777,ID,2022-01-09,2022-01-15,41,1,1
259777,ID,2022-01-09,2022-01-14,9.1,1,1
259777,ID,2022-01-09,2022-01-13,43,1,1
259777,ID,2022-01-09,2022-01-12,80.9,1,1
259777,ID,2022-01-09,2022-01-26,0.2,1,1
259777,ID,2022-01-09,2022-04-17,0.6,1,1
259777,ID,2022-01-09,2022-01-11,31.6,1,1
259777,ID,2022-01-09,2022-06-21,12.3,1,1
259777,ID,2022-01-09,2022-04-16,24.8,1,1
259777,ID,2022-01-09,2022-04-11,10.9,1,1
259777,ID,2022-01-09,2022-01-10,52.3,1,1
259777,ID,2022-01-09,2022-01-09,105.4,1,1
259779,NP,2022-01-09,2022-01-09,1.2,1,0
259781,NG,2022-01-09,2022-01-09,2.4,1,0
259781,NG,2022-01-09,2022-03-16,17.6,1,1
259781,NG,2022-01-09,2022-03-15,3.1,1,1
259781,NG,2022-01-09,2022-03-13,18.6,1,1
259781,NG,2022-01-09,2022-02-23,14.6,1,1
259781,NG,2022-01-09,2022-02-19,7.1,1,1
259781,NG,2022-01-09,2022-02-04,15.9,1,1
259781,NG,2022-01-09,2022-06-29,0.1,1,1
259781,NG,2022-01-09,2022-04-11,8.7,1,1
259781,NG,2022-01-09,2022-02-03,92.6,1,1
259781,NG,2022-01-09,2022-02-02,9.2,1,1
259781,NG,2022-01-09,2022-01-29,42,1,1
259784,SG,2022-01-09,2022-01-09,18.8,1,0
259787,CA,2022-01-09,2022-02-17,8.4,1,0
259787,CA,2022-01-09,2022-01-10,1.2,1,0
